clue	inflected stimulus	stimulus
? fregar el suelo	trapear el piso	trapear el piso
Se me viró el refresco, voy a tener que ? antes que se ponga pegajoso.	trapear el piso	trapear el piso
Al ? se moja y limpia con un trapo, generalmente es después de barrerlo.	trapear el piso	trapear el piso
Mi papá se encuentra ?.	fuera de la casa	fuera de la casa
Está lloviendo ? así que no se te olvide tu paraguas.	fuera de la casa	fuera de la casa
Dime porque pasaste toda la noche ? y no viniste a dormir.	fuera de la casa	fuera de la casa
? y encuentra un trabajo, le dijo el papa a su hijo de 25 años.	Fuera de la casa	fuera de la casa
el perro se alegra cuando lo vamos a sacar ?	fuera de la casa	fuera de la casa
el otro dia me quede ? porque olvide mis llaves.	fuera de la casa	fuera de la casa
Pedro olvidó sus llaves adentro y quedó ?	fuera de la casa	fuera de la casa
Oli el humo, y le dije a mi familia, sal ?.	fuera de la casa	fuera de la casa
? en el patio exterior de tu vivienda.	fuera de la casa	fuera de la casa
Es mejor que hablemos ?, no quiero que nadie nos escuche.	fuera de la casa	fuera de la casa
Ya tienes que ? porque parece una jungla tu jardín.	cortar el césped	cortar el césped
Parte del mantenimiento del jardín es ?	cortar el césped	cortar el césped
se hace en el jardín, pero no es regar, que es?	cortar el césped	cortar el césped
A menudo tengo que ? del jardín.	A menudo tengo que cortar el césped del jardín.	cortar el césped
en el campo de golf todos los días hay que ?	cortar el césped	cortar el césped
Fui al patio y mire que había mucha hierba, y ahora voy a ?.	cortar el césped	cortar el césped
En mi casa, el jardinero es el que ?	corta el césped	cortar el césped
? Motilar el pasto	cortar el césped	cortar el césped
? con la nueva cortadora solo toma un minutos, a pesar de que nuestro jardín es bastante grande.	cortar el césped	cortar el césped
Ve a ? porque está destrozando la bolsa de las croquetas.	darle de comer al perro	darle de comer al perro
Llegó la hora de ? y al gato también.	darle de comer al perro	darle de comer al perro
Después de traerlo de pasear, hay que ?	darle de comer al perro	darle de comer al perro
la gran bolsa de comida es para ?	darle de comer al perro	darle de comer al perro
hoy toca ? asi que mas vale que vayas a comprar croquetas	darle de comer al perro	darle de comer al perro
? alimentar el animal que ladra.	darle de comer al perro	darle de comer al perro
Cuando tengamos las sobras de la comida podremos ?	darle de comer al perro	darle de comer al perro
Recuerda que una de tus tareas es ?.	darle de comer al perro	darle de comer al perro
Cuando le ? , le sirves croquetas en su plato. Algunos son poodles, terrier u otras razas.	Das de comer al perro	darle de comer al perro
Antes de sacarlo a dar un paseo, tengo que ?	darle de comer al perro	darle de comer al perro
A cristina no le gusta ? de su hermana.	darle de  comer al gato	darle de comer al gato
Ya hay que ? porque tiene hambre.	darle de comer al gato	darle de comer al gato
Aparte de cambiarle la arena, debes saber que hay que ?	darle de comer al gato	darle de comer al gato
Las sobras de comida son para ?	Las sobras de comida son para darle de comer al gato.	darle de comer al gato
es bueno ? temprano en la mañana para que el felino se quede tranquilo durante el día	darle de comer al gato	darle de comer al gato
amigo espero que no necesites ? porque ya no hay comida para gatos	darle de comer al gato	darle de comer al gato
? porque ya esta maullando y arañando paredes, tendra hambre.	Dale de comer al gato	darle de comer al gato
No tenemos perro, pero si tenemos que ?. El minino está maullando de hambre.	Darle de comer al gato	darle de comer al gato
Estas latas y cartón son para ?.	hacer el reciclaje	hacer el reciclaje
Con esa basura se puede ?	hacer el reciclaje	hacer el reciclaje
? mejora el medio ambiente y baja el nivel de basura y contaminación.	hacer el reciclaje	hacer el reciclaje
Una buena práctica ecologista es ?	hacer el reciclaje	hacer el reciclaje
Si vas a tirar la basura y la tienes dividida en distintos tipos, es porque vas a ?.	hacer el reciclaje	hacer el reciclaje
Cuando no quiero tirar algo en la basura como papel o plastico, puedo ?	hacer el reciclaje	hacer el reciclaje
Esta ciudad pretende ? de basura invitando a la gente a separar papel, vidrio y plásticos.	Hacer el reciclaje	hacer el reciclaje
Para el curso de cómo ? reunimos 20 personas, todos estaban interesados en rescatar algo de la basura.	hacer el reciclaje	hacer el reciclaje
Aquí tienes la manguera para ? porque hace mucho calor.	regar las plantas	regar las plantas
Cuando se seca la tierra es hora de ?, para que no se dañen y puedan dar buenos frutos.	regar las plantas	regar las plantas
Se utiliza agua para ? y así crecen mejor.	regar las plantas	regar las plantas
cuando viajas alguien tiene que venir a casa a ? para que no se marchiten en tu ausencia	regar las plantas	regar las plantas
hoy tuve que ? , se estaban secando porque no habia llovido ultimamente.	regar las plantas	regar las plantas
el jardinero utiliza la manguera para ?	regar las plantas	regar las plantas
Cuando me voy de vacaciones, le pido a mi vecina que llega a mi casa para ?	regar las plantas	regar las plantas
Todos los días hay que ? para qué crezcan grandes y bellas en el jardín	Regar las plantas	regar las plantas
Creo que debo  ? hasta bien caída la tarde, es mejor para ellas.	regar las plantas	regar las plantas
Si vas a ? recuerda llevar la correa y una bolsa.	sacar a pasear al perro	sacar a pasear al perro
Cuidado con alguna mordedura cuando vallas a ?	sacar a pasear al perro	sacar a pasear al perro
Es común ?, pero mi vecino camina con su gato.	sacar a pasear al perro	sacar a pasear al perro
? cuando el perro se aburre hay que	sacar a pasear el perro	sacar a pasear al perro
su trabajo consiste en ? y darle de comer cuando el canino tiene hambre	sacar a pasear al perro	sacar a pasear al perro
Una correa en el cuello es muy útil para?	sacar a pasear al perro	sacar a pasear al perro
Todas las noches tengo que ? para que haga sus necesidades en la calle.	sacar a pasear al perro	sacar a pasear al perro
? Llevar a tu mascota a hacer ejercicio.	sacar a pasear al perro	sacar a pasear al perro
Tengo que ? para que pueda hacer pipi.	sacar a pasear al perro	sacar a pasear al perro
Para ? es necesario llamarlo y colocarle el collar y la correa.	Sacar a pasear al perro	sacar a pasear al perro
Laura en su trabajo después de hacer todo el aseo lo ultimo que hace es ?.	sacar la basura	sacar la basura
El bote está muy lleno así que tendré que ?.	sacar la basura	sacar la basura
Cada vez que pase el camión de basura, tienes que recordarte de ?	sacar la basura	sacar la basura
cuando el cesto de basura está lleno, tienes que...?	sacar la basura	sacar la basura
Cada día ayudo a mi madre a ?	Cada día ayudo a mi madre a sacar la basura.	sacar la basura
solamente hay que ? poco antes que llegue el camión recolector	sacar la basura	sacar la basura
? es lo mismo que tirar la basura pero con otro verbo.	Sacar la basura	sacar la basura
?  Llevar los desperdicios fuera de la casa.	sacar la basura	sacar la basura
Es mejor ? temprano, antes de que pase el carro a recogerla.	sacar la basura	sacar la basura
Lorena cambiara ? de su casa por que su esposo se lo pidió.	los muebles y decoraciones	los muebles y decoraciones
Una casa no es completa sin ? .	los muebles y decoraciones	los muebles y decoraciones
Entre ? del hogar se encuentran la sala y cuadros.	Los muebles y decoraciones	los muebles y decoraciones
Saca de la sala todos ? y llévalos al camión de mudanzas.	los muebles y decoraciones	los muebles y decoraciones
En una casa lujosa ? son de primera calidad.	los muebles y las decoraciones	los muebles y decoraciones
Sin mí ?no se puede hablar de una estética de cualquier casa	?Soy esteticista a su casa	los muebles y decoraciones
? Cosas que sirven para la comodidad y adorno de las casas.	los ,muebles y decoraciones	los muebles y decoraciones
Me encantan ? de este lugar, en especial las sillas y las cortinas.	Los muebles y decoraciones	los muebles y decoraciones
Le dije al decorador que queríamos ? modernos. No nos hubiera gustado nuestra casa parecida a la casa de mis abuelos.	los muebles y decoraciones	los muebles y decoraciones
? de mi casa es roja.	la alfombra	la alfombra
Me gusta el diseño de ? porque parece oriental.	la alfombra	la alfombra
Debes sacudirle el polvo a ? que está en la entrada.	la alfombra	la alfombra
Yo no puedo usar una escoba para limpiar ?, tengo que usar una aspiradora.	la alfombra	la alfombra
el pasillo está cubierto por ?	una alfombra	la alfombra
me gusta ? de mi habitacion porque es suave	la alfombra	la alfombra
usted no me? puede barrer, ya sólo podéis aspirar	?Estoy acostumbrado a cubrir el piso y agrego belleza y comodidad al piso	la alfombra
Debajo de la mesa del comedor quedaría bien ?	una alfombra	la alfombra
La manta para cubrir el piso se llama ?	la alfombra	la alfombra
? de nuestra habitación es la más limpia de toda la casa, será porque nos quitamos los zapatos antes de entrar.	la alfombra	la alfombra
Si tienes sueno te vas a dormir en ? .	tu cama	la cama
por la noche a dormir en ?	la cama	la cama
Son las 12:00 del medio día, y ella todavía no se levanta de ?	la cama	la cama
? se usa para dormir y descansar.	La cama	la cama
Por favor acuéstate en ? y no en el sofa.	la cama	la cama
? del hotel tiene sábanas de rey	la cama	la cama
Cuando estoy dormido en ? es cuando descanso mas.	la cama	la cama
Tengo sábanas limpias y mantas cuando tú haces ?.	la cama	la cama
? está formada por un colchon, y una almohada.	La cama	la cama
Cuando tengo sueno, me voy a ?	la cama	la cama
Ya cerré ? ahora enciende la luz.	las cortinas	las cortinas
En las ventanas de mi habitación sólo quiero poner ? blancas.	las cortinas	las cortinas
? son transparentes, y por eso dejan bastante luz por las ventanas	Las cortinas	las cortinas
Se utilisa para cubrir las ventanas?	Cortinas	las cortinas
En la casa el color de ? debe ser similar al color de los muebles.	las cortinas	las cortinas
? de las ventanas son blancas con flores rojas.	Las cortinas de las ventanas son blancas con flores rojas.	las cortinas
hay que medir el tamaño de la ventana para comprar ? correctas	las cortinas	las cortinas
? necesitan un cambio, son muy anticuadas.	las cortinas	las cortinas
? pieza de tela que cubre las ventanas	las cortinas	las cortinas
Tengo que cerrar ? de mis ventanas para que no entre el sol y pueda seguir durmiendo.	Las cortinas	las cortinas
? de mi mamá se daño.	El cuadro	el cuadro
Me gusta ? para colocarlo arriba de la chimenea.	el cuadro	el cuadro
De todos esos cuadros, el que más me gustó fué ? azul.	el cuadro	el cuadro
El niño dibujo el rectángulo en vez de ?.	el cuadro	el cuadro
? muestra el pueblo donde nació el artista.	El cuadro muestra el pueblo donde nació el artista.	el cuadro
? es otro nombre que se usa para describir a una pintura	el cuadro	el cuadro
Si, es verdad que ? tiene cuatro esquinas.	el cuadro	el cuadro
? Obra de arte enmarcada.	el cuadro	el cuadro
En la pared de la sala hace falta colgar ? con una linda pintura.	Un cuadro	el cuadro
Mira tu reflejo en ?	el espejo	el espejo
Para arreglarme el maquillaje tengo que verme en ?.	el espejo	el espejo
En ? encuentro mi reflejo cada vez que lo miro.	el espejo	el espejo
Romper ? trae mala suerte.	el espejo	el espejo
Cuando se usa ?, puede ver sus propios ojos	Maquillaje de Cara es imposible sin ?	el espejo
? Instrumento de cristal que refleja imágenes	el espejo	el espejo
En qué objeto está tu reflejo?	El espejo	el espejo
? de la sala es el más grande, más que el de la habitación de mi madre, en el que se mira todo el día	el espejo	el espejo
debe utilizar una ? para leer un libro en la noche	lámpara	la lámpara
Compré ? para ponerla en la sala porque está muy oscura.	una lámpara	la lámpara
La oscuridad es tan densa que ? no alumbra lo suficiente.	la lámpara	la lámpara
Cuando se usa ? se desaparece la oscuridad.	la lámpara	la lámpara
si no tienes focos y no hay luz, entonces es tiempo de que enciendas la...?	la lámpara	la lámpara
? se utiliza cuando hay poca iluminación, pero tambien puede servir de adorno.	la lámpara	la lámpara
Prende ? que esta sobre la mesa para tener mas luz.	la lámpara	la lámpara
? no se enciende cuando hay luz suficiente.	La lámpara	la lámpara
Cuando quiero leer tengo que prender ?.	la lámpara	la lámpara
Yo realizo mis tareas sobre ?.	la mesa	la mesa
Pon todos los platos y cubiertos en ? que vamos a empezar a comer.	la mesa	la mesa
Todos nos sentamos a comer en ?.	la mesa	la mesa
En el restaurante limpian ? después de cada cliente.	las mesas	la mesa
? del comedor es larga y caben doce personas.	La mesa	la mesa
Mi computadora esta sobre ? en mi oficina.	la mesa	la mesa
? tiene cuatro patas, pero no es un animal.	La mesa	la mesa
? Mueble de madera compuesto por una tabla horizontal sostenida en una o varias patas.	la mesa	la mesa
Tengo cuatro sillas a juego con ?	la mesa	la mesa
? del comedor tiene cuatro patas.	la mesa	la mesa
Me gusta poner un vaso de agua sobre ? por si me da sed en la noche.	la mesita de noche	la mesita de noche
Para dormir pon el despertador en ? para que lo tengas cerca.	la mesita de noche	la mesita de noche
? sirve para poner una lampara y reloj despertador al lado de la cama.	La mesita de noche	la mesita de noche
al lado de la cama se encuentra ?	la mesita de noche	la mesita de noche
Antes de dormirme, dejo un vaso de agua, pongo la alarma y apago la lampara que tengo en ?	?	la mesita de noche
Cuando estás acostado y necesitas luz, enciendes la lámpara que está en ?	la mesita de noche	la mesita de noche
? pequeño mueble que se pone al lado de la cama.	la mesita de noche.	la mesita de noche
Mi abuela siempre tiene un vaso de agua encima de ?.	la mesita de noche.	la mesita de noche
Dónde está la lámpara para leer en la cama?	en la mesita de noche	la mesita de noche
Julio ira a comprar ? para su cuarto.	la persiana	la persiana
Me gustan más como se ven las ventanas con ? que con cortinas.	las persianas	la persiana
Anoche me dio mucho frío, porque se me quedo ? de mi habitación abierta.	la persiana	la persiana
Está entrando mucho viento, hay que cerrar ?	la persiana	la persiana
Para que no entre luz por la ventana, hay que bajar ?	Para que no entre luz por la ventana, hay que bajar la persiana.	la persiana
a las tiras plásticas horizontales que cubren la ventana se conoce como ?	la persiana	la persiana
Para tener privacidad no olvides cerrar ? de tu ventana.	la persiana	la persiana
? no se usa en muchos lugares, en España esta por fuera de la ventana	La persiana	la persiana
? tiene productos extranjeros.	La persiana	la persiana
Abre ? un poco para que entre un poco de sol a la habitación.	la persiana	la persiana
El señor se paro y le ofreció ? a la señora.	La silla	la silla
nos sentábamos en ? de madera	las sillas	la silla
Siéntate en ? que está alrededor de la mesa.	la silla	la silla
El niño se sienta en ? en la escuela.	la silla	la silla
Si se rompe ? ya no tendrás en donde sentarte.	la silla	la silla
en ella te sientas, y no es ni tu cama, ni la sala, que es?	la silla	la silla
? es donde nos sentamos.	La silla	la silla
? puede ser sin respaldo o con él.	La silla	la silla
? Mueble, generalmente con cuatro patas que usamos para sentarnos.	la silla	la silla
Cuando me siento en mi casa suelo usar ?	la silla	la silla
Mi abuelita se mese en ?	el sillón	el sillón
El peluquero compró ? que se inclina.	el sillón	el sillón
? sirve para sentarse y descansar, y hasta para dormir pero no es la cama.	el sillón	el sillón
en la vitrina de la mueblería se puede ver un juego de sofá y ?	un sillón	el sillón
La silla es comoda para trabajar, pero para ver peliculas prefiero sentarme en ?	el sillón	el sillón
Cuando la gente se quiere sentar, ? suele ser lo primero que eligen, luego, las sillas.	el sillón	el sillón
?me puede utilizar para obtener el confort cuando se está viendo la televisión en su sala de televisión	La mayoría de las recepciones en gran organización y hoteles tienen me ?	el sillón
Mi abuela se mecía en ? antiguo todo el dia.	el sillón	el sillón
? de la esquina no lo utiliza nadie porque es el preferido del abuelo, y ahora él esta de viaje.	el sillón	el sillón
Te vas a tener que ir a dormir ? porque estoy enojada contigo.	al sofá	el sofa
Hace calor en la habitación, me voy a dormir en ? de la sala.	el sofa	el sofa
En ? es adonde me siento en la sala.	el sofa	el sofa
Aveces me quedo dormido en ? cuando estoy viendo T.V.	el sofa	el sofa
? se puede convertir en cama	el sofá	el sofa
Nos sentamos en ? mas mullido para ver la televisión.	el sofa	el sofa
Estaba en la sala y me dormi en ? viendo television.	el sofa	el sofa
? Llenos de agua,llenos de vino,sobre la mesa están y son de cristal fino	Vaso	el tocador
Me voy a peinar aquí en ?.	el tocador	el tocador
Tendré pendiente ? cuando quiera retocar mi imagen.	el tocador	el tocador
? se compone de un espejo, una mesa y una silla. Las mujeres lo utilizan para maquillarse.	el tocador	el tocador
? pones tus cosas ahi	el tocador	el tocador
? es un mueble con cajones y espejo y un asiento delante	el tocador	el tocador
Cuando se usa ?, puedo almacenar ropa, pero no joyas.	el tocador	el tocador
Mantén todas tus cosas para el aseo como borrador. polvo aquí?	tengo un espejo demasiado y nunca me? olvido cuando usted va a salir	el tocador
¿Caballeros me disculpan un segundo? Voy al ?.	Tocador	el tocador
Andrea guarda su maquillaje en ?.	la cómoda	la cómoda
Necesito ayuda para cargar ? porque está muy grande.	la cómoda	la cómoda
De todas esas sillas, ? es la que debes comprar aunque cueste más.	la cómoda	la cómoda
La ropa limpia se guarda en los cajones de ?	La ropa limpia se guarda en los cajones de la cómoda.	la cómoda
el juego de dormitorio normalmente tiene una cama, mesa de noche y ?	cómoda	la cómoda
? mueble con tablero de mesa y cajones para guardar ropa	la cómoda	la cómoda
? antigua la usaban para guardar ropa y diferentes objetos.	la cómoda	la cómoda
Voy a cambiar ? de mi habitación	la cómoda	la cómoda
? era perfecta para guardar la ropa de los tres bebés.	la cómoda	la cómoda
Para que funcionen hay que conectar ?.	los electrodomesticos	los electrodomésticos
De entre ? me hace falta una buena batidora.	los electrodomésticos	los electrodomésticos
una nevera, una lavadora y una máquina de café son todos ?	los electrodomésticos	los electrodomésticos
No dejen encendidos todos ?, deben apagar los que no estén usando	los electrodomésticos	los electrodomésticos
? son los que funcionan con energía en la casa y nos ayudan a tener una mejor calidad de vida.	los electrodomésticos	los electrodomésticos
la licuadora, la tostadora y la cafetera son ?	los electrodomésticos	los electrodomésticos
El lavaplatos, el refrigerator y al vacío son ejemplos de ?	los electrodomesticos	los electrodomésticos
Algunos de ? que hay en mi casa son: la lavadora, la estufa, la licuadora y la tostadora.	Los electrodomésticos	los electrodomésticos
Siempre compro ? de la misma  marca; por ejemplo, la lavadora y la nevera las tengo hace años, y nunca han mostrado un daño.	los electrodomésticos	los electrodomésticos
Usé ? para abrir una lata de comida de gato.	el abrelatas eléctrico	el abrelatas eléctrico
Es mas facil usar ? para abrir las latas que uno manual.	el abrelatas electrico	el abrelatas eléctrico
Si no puedes abrir esas latas a mano, usa ? que es más fácil.	el abrelatas eléctrico	el abrelatas eléctrico
? es lo que yo uso para abrir mi tuna, por que es mas fácil que uno manual.	El abrelatas electrico	el abrelatas eléctrico
? sirve para destapar algunos contenedores de habichuelas, maíz, entre otros tipos de comestible.	el abrelatas eléctrico	el abrelatas eléctrico
abrir latas con un abridor manual es casi tan fácil como abrir con ?	el abrelatas eléctrico	el abrelatas eléctrico
? Instrumento eléctrico para abrir las latas de conserva.	el abrelatas eléctrico	el abrelatas eléctrico
? es mejor que haverlo manual.	el abrelatas electrico	el abrelatas eléctrico
Para limpiar la alfombra se usa ? .	la aspiradora	la aspiradora
Voy a comprar ? porque la tenemos ya no aspira la alfombra.	una aspiradora	la aspiradora
? aspiró todo el polvo de la alfombra.	la aspiradora	la aspiradora
Voy a pasar ? por la alfombra.	la aspiradora	la aspiradora
? trabaja en piso de madera y en carpeta tambien.	La aspiradora	la aspiradora
limpia bien pero hace demasiado ruido ?	la aspiradora	la aspiradora
Yo siento que ? no trabaja muy bien y siempre deja mi alfombra sucia.	la aspiradora	la aspiradora
? Electrodoméstico para recoger el polvo del piso	la aspiradora	la aspiradora
? hace más ruido que no la escoba	La aspiradora	la aspiradora
No te acerques a ? porque está caliente.	la estufa	la estufa
No puedo cocinar ? sólo funciona con gas.	la estufa	la estufa
Utilizas ? para cocer la comida adecuadamente.	la estufa	la estufa
Sirve para calentarse en invierno: ?	Sirve para calentarse en invierno: la estufa	la estufa
Durante el invierno, ? siempre está encendida.	la estufa	la estufa
Mi ? es de vitroceramica y la de mi madre es de gas.	la estufa	la estufa
? electrodoméstico principal de la cocina.	la estufa	la estufa
Acércate a ? para calentarte	la estufa	la estufa
Cocina la carne en ?.	la estufa	la estufa
En ? entra la ropa sucia y sale limpia.	la lavadora	la lavadora
Para usar ? es necesario poner detergente y la ropa sucia.	la lavadora	la lavadora
He echado toda la ropa sucia en ? sin distinguir entre blanca y de color.	la lavadora	la lavadora
? es un electrodomestico que se utiliza para lavar ropa.	la lavadora	la lavadora
En Nicaragua, mi mamá no usaba una ? por que lavaba la ropa por mano.	lavadora	la lavadora
antes de que existieran la gente tenía que lavar su ropa en el rio, que es?	la lavadora	la lavadora
tiene varios ciclos y temperaturas y lava, enjuaga y exprime la ropa ?	la lavadora	la lavadora
Luego de poner su ropa en ? la puso en la secadora.	la lavadora	la lavadora
? se usa para lavar la ropa.	La lavadora	la lavadora
esta ? sirve para limpiar la ropa sucia	la lavadora	la lavadora
Tienes que entrar todos los platos sucios en ? para lavarlos bien.	el lavaplatos	el lavaplatos
Ya no pongas nada más en ? porque está lleno.	el lavaplatos	el lavaplatos
? donde se lavan los platos sucios	el lavaplatos	el lavaplatos
? es automático y lava, enjuaga y desinfecta los platos y vasos	el lavaplatos	el lavaplatos
ME GUSTA QUE TENGAMOS a ? porque asi el lavar los platos es mas rapido y facil	el lavaplatos	el lavaplatos
Que bueno que existe ? electrónico, por que a mi no me gusta limpiar platos con comida en ellos.	el lavaplatos	el lavaplatos
Se me daño el ?, y ahora tengo que usar el fregadero.	el lavaplatos	el lavaplatos
? Electrodoméstico para lavar la vajilla	el lavaplatos	el lavaplatos
No estoy segura si ? nuevo ahorra más agua que el que teníamos antes, por lo menos si lava mejor.	el lavaplatos	el lavaplatos
Para preparar un batido, se mezcla leche y helado en la ?.	la licuadora	la licuadora
Esta salsa queda mejor en ?.	la licuadora	la licuadora
Cada vez que vallas a hacer algún tipo de jugo, usa ?.	la licuadora	la licuadora
Los batidos de leche se hacen en ?.	la licuadora	la licuadora
Para hacer un batida de frutas se debe usar ?	la licuadora	la licuadora
para hacer un puré se debe poner las verduras en ?	la licuadora	la licuadora
Usamos ? para hacer zalameros y jugos	la licuadora	la licuadora
Uso ? para hacer batidas.	La licuadora	la licuadora
La batidora se atoró, así que tuve que usar ? para terminar de procesar la comida.	La licuadora	la licuadora
Tratamos de procesar hielo en ? y la dañamos.	la licuadora	la licuadora
Cuando el orno es muy despasio se tiene que usar ? .	el microondas	el microondas
La pizza la puedes calentar en ? porque es más rápido.	el microondas	el microondas
Calienta tu comida rápidamente usando ?	el microondas	el microondas
pan calentado en ? queda blando y desagradable	el microodas	el microondas
Yo uso ? para calentar mi comida rapidamente.	el microondas	el microondas
Las palomitas son faciles de hacer en ? .	el microondas	el microondas
? siempre deja la comida medio fría en algunas partes.	el microondas	el microondas
Las palomitas se toman 3 minutos en ?.	el microondas	el microondas
? nuevo es más eficiente para cocinar pizza que el horno, pero me gustan más las cosas cuando se preparan en este último.	el microondas	el microondas
Cuidado con ? porque está caliente.	la plancha	la plancha
Usa ? para quitar las arrugas de mi ropa.	la plancha	la plancha
Si dejas ? por mucho tiempo en tu ropa, te la quema.	la plancha	la plancha
su principio es el de un metal caliente ?	la plancha	la plancha
Deje ? en mis pantalones y ahora están quemado.	la plancha	la plancha
Cuando usas ? es porque la ropa esta arrugada.	la plancha	la plancha
? electrodoméstico que usa calor y vapor para alisar la ropa	la plancha	la plancha
Si dejas ? boca abajo mucho tiempo se quema la ropa.	la plancha	la plancha
? nueva calienta mucho más rápido, termino con la ropa más rápido.	la plancha	la plancha
Quiero comprar ? nuevo porque el mío ya no enfría lo suficiente para conservar los alimentos.	un refrigerador	el refrigerador
Toda la carne está guardada en ?	el refrigerador	el refrigerador
Pon los refrescos en ?.	el refrigerador	el refrigerador
? es lo que revisamos cada vez que queremos comernos algo.	el refrigerador	el refrigerador
Para tener el agua fresca, guardala en ?	Para tener el agua fresca, guardala en el refrigerador.	el refrigerador
la leche y el jugo debe guardarse en ? para que se conserven	el refrigerador	el refrigerador
? se usa para enfriar comida.	El refrigerador	el refrigerador
? Electrodoméstico para conservar la comida	el refrigerador	el refrigerador
Saca el agua ? que ya debe de estar fresquita	del refrigerador	el refrigerador
La ropa se están secando en el ?.	la secadora	la secadora
Esta ropa aún está húmeda voy a meterla otra vez en ?.	la secadora	la secadora
Si la ropa está mojada, la debes secar usando ?	la secadora	la secadora
Ya lavé mi ropa, ahora utilizaré ? para terminar la labor.	la secadora	la secadora
Cuando se usa ? se tiene que escoger el programa la temperatura.	Cuando se usa la secadora se tiene que escoger la temperatura.	la secadora
mi ropa sucia la meto a ?	la secadora	la secadora
Puse mi ropa en la lavadora, y después las puse en ?.	la secadora	la secadora
Puedes secar la ropa al sol, o en ? .	la secadora	la secadora
Puse la lavadora y ahora me toca poner ?	la secadora	la secadora
si no hay señal no se ve nada ?.	El televisor	el televisor
Se la pasa mirando películas en ?	el televisor	el televisor
El Domingo yo uso ? bastante para ver Mad Men, Game of Thrones y Breaking Bad.	el televisor	el televisor
si no alcanzaste a ver la película en el cine, entonces en donde la podrías ver?	el televisor	el televisor
El programa en ? es de culebras.	el televisor	el televisor
? es un aparato en el que emiten películas.	El televisor	el televisor
? electrodoméstico en el que puedo ver mis programas favoritos	el televisor	el televisor
En casa todos nos reunimos frente a ?	el televisor	el televisor
Cambiamos ? hace una semana, y ahora tenemos uno con pantalla plana.	el televisor	el televisor
Nuestros hijos no deben estudiar frente a ?	el televisor.	el televisor
Cuando se usa ?, se tiene que escoger entre ""claro"" y ""oscuro""	la tostadora	la tostadora
Es bueno comprar una ? si te gusta pan crujiente para tu desayuno.	tostadora	la tostadora
Usted pone el pan en ?.	la tostadora	la tostadora
¿Quieres que ponga el pan en ??	la tostadora	la tostadora
Pon el pan de nuevo en la ? para que se tueste un poco más.	la tostadora	la tostadora
? me quemo el pan y ahora tengo que calentar otro.	la tostadora	la tostadora
? hace al pan crocante	la tostadora	la tostadora
Voy a usar ? para mi pan.	La tostadora	la tostadora
Hace poco cambié ?, la anterior estaba quemando el pan.	la tostadora	la tostadora
Si vas a ? a un amigo espero que sepas de lo que estés hablando.	aconsejar	aconsejar
María tiene cuatro hijos con cuatro hombres diferentes y ahora está saliendo con otro, yo creo que tu la tienes que ?	aconsejar	aconsejar
Para el padre es difícil ? a su hija, es mejor que lo haga la madre.	aconsejar	aconsejar
cuando alguien te quiere decir como hacer mejor las cosas significa que te quiere...?	aconsejar	aconsejar
la madre siempre quiere ? a la hija	aconsejar	aconsejar
te voy a ? sobre que hacer en estos casos.	aconsejar	aconsejar
? Asesorar a alguien en la resolución de un problema	aconsejar	aconsejar
Un amigo se la pasa escuchando problemas y ? a la gente sobre qué debe hacer.	Aconsejando	aconsejar
Lo único que hacía el abogado, era ?  dejar el proyecto.	aconsejar	aconsejar
No es bueno ? el mal a los demás.	desear	desear
Con lo malo que eres, cuando vallas al infierno vas a ? estar en el cielo.	desear	desear
La niña ? que llegen las navidades.	desea	desear
Quien ? lograr algo tiene que esforzarse.	desea	desear
? la muerte a alguien, es de mala persona.	desear	desear
? es anhelar algo.	Desear	desear
? Anhelar algo	desear	desear
? cosas te puede destraer.	desear	desear
Yo podría ? tener mucho dinero, pero prefiero tener salud.	desear	desear
Lo correcto es ? el bien a los demás.	desear	desear
Hay que ? a que te den los resultados de los exámenes.	esperar	esperar
Llamé el taxi, ahora sólo queda ? a que llegue.	esperar	esperar
Tome el examen ayer, y ahora tengo que ? los resultados.	esperar	esperar
Tengo que ? a que llegue el tren para ir a casa.	Tengo que esperar a que llegue el tren para ir a casa.	esperar
? es el acto de ser paciente y dejar que el tiempo pase hasta que el evento suceda	esperar	esperar
Tome un examen importante el mes pasado, y ahora tengo que ? tres meses para los resultados.	esperar	esperar
? quedarse en un lugar hasta que llegue otra persona.	esperar	esperar
El la oficina del doctor hay que ?.	esperar	esperar
Cuando llegamos al restaurante, nos tocó ? varios minutos para conseguir una mesa.	esperar	esperar
Hay que ? que todos se abrochen los cinturones de seguridad.	insistir en	insistir en
Como no estoy completo, voy a ? conseguir lo que me falta.	insistir en	insistir en
El éxito consiste en ? algo durante el tiempo suficiente, hasta lograrlo.	insistir en	insistir en
antes de atacar por la fuerza quieren ? un acuerdo de paz	insistir en	insistir en
A pesar de parecer culpable, Jorge no dejaba de ? en su inocencia.	insistir en	insistir en
Yo no voy a ? pagar por que mi jefe hace mas dinero.	insister en	insistir en
? es sugerir una y otra vez hasta que lo acepten.	Insistir en	insistir en
Aunque necesiten ayuda, los niños a veces ? hacer las cosas independientemente.	insisten en	insistir en
Debemos ? que aumenten el plazo de entrega de los requisitos.	insistir en	insistir en
Los militares ? en la zona con disturbios.	mandan	mandar
Te van a ? a un curso al extranjero.	mandar	mandar
Si no te obedecen debes ? con más autoridad.	mandar	mandar
?Cuando estas encargado de genter se tiene que.	Mandar	mandar
? significa enviar o despachar	mandar	mandar
